Team number, Team name                                                  , Epa   , Auto EPA, Teleop EPA, Energized, Supercharged, Transition, First Shift, Second Shift, Endgame, Win Rate, Wins, Losses
       1481, The Riveters                                               , 125.18,    23.2 ,      71.61,    0.5899, 0.2128      , 4.0       ,       36.21,        31.39,   30.61,   0.4565,   21,     25
       5010, Tiger Dynasty                                              , 131.76,    25.18,      66.99,    0.1237, 0.0119      , 1.65      ,       30.56,        34.78,   39.73,   0.5625,   36,     28
        401, Copperhead Robotics                                        , 140.01,    30.55,      75.38,    0.2064, 0.1163      , 8.28      ,       32.87,        34.23,   33.76,   0.5385,   35,     30
        761, TechPUPS                                                   , 134.53,    32.95,      72.27,    0.2179, -0.0771     , 9.65      ,       41.11,        21.51,   29.58,   0.6066,   37,     24
         11, MORT                                                       , 141.6 ,    21.58,      79.14,    0.4793, -0.0456     , 8.18      ,       37.76,        33.19,   41.05,   0.6364,   42,     24
       2714, ♨️ BBQ ♨️                                                    , 124.42,    21.94,      64.21,    0.3453, -0.0552     , 6.93      ,       25.39,        31.88,   38.27,   0.5435,   25,     21
       3875, Red Storm Robotics                                         , 124.9 ,    14.33,      69.21,    0.3817, 0.1665      , 6.25      ,       30.44,        32.53,   39.88,   0.6364,   28,     16
       3035, Droid Rage                                                 , 153.82,    28.65,      79.24,    0.4312, 0.1354      , 7.7       ,       33.98,        37.57,   46.02,   0.6949,   41,     18
       3100, The Lightning Turtles                                      , 124.16,    18.02,      71.55,    0.3266, -0.135      , 7.13      ,       29.41,        35.02,   35.12,   0.6585,   27,     14
       2728, ♨️ TACO ♨️                                                   , 124.56,    25.16,      63.97,    0.4112, 0.0615      , 2.43      ,       29.67,        31.87,   36.32,   0.5532,   26,     21
       8267, Riptide Robotics 8267                                      , 168.53,    27.71,      97.76,    0.3216, -0.0082     , 5.95      ,       47.58,        44.23,   43.03,   0.575 ,   23,     17
       7028, Binary Battalion                                           , 169.0 ,    50.67,      87.61,    0.2928, 0.0314      , 15.54     ,       34.13,        37.94,   30.98,   0.7619,   32,     10
       2040, DERT - Dunlap Eagles Robotics Team                         , 124.39,    16.61,      66.72,    0.3389, -0.2131     , 8.58      ,       27.86,        30.28,   40.58,   0.6739,   31,     15
       5104, BreakerBots                                                , 123.18,    18.14,      69.94,    0.5022, 0.0929      , 8.62      ,       25.57,        35.75,   35.18,   0.5682,   25,     19
       1625, Winnovation                                                , 127.61,    25.01,      63.31,    0.3687, -0.0669     , 0.81      ,       30.93,        31.57,   39.17,   0.561 ,   23,     18
       3173, IgKnighters                                                , 123.29,    23.68,      77.73,    0.6444, -0.1685     , 8.52      ,       37.56,        31.64,   22.0 ,   0.5714,   20,     15
       2199, Robo-Lions                                                 ,  98.79,    17.29,      48.73,    0.1893, -0.028      , -0.34     ,       24.55,        24.52,   32.67,   0.6842,   39,     18
       8724, Mayhem                                                     , 101.24,    16.89,      54.46,    0.0324, 0.0234      , 3.87      ,       27.09,        23.51,   30.02,   0.6111,   33,     21
       2075, Enigma Robotics                                            , 144.07,    28.27,      72.17,    0.4213, 0.1132      , 3.66      ,       29.66,        38.85,   43.91,   0.6833,   41,     19
       4488, Shockwave                                                  , 122.12,    23.9 ,      68.34,    0.3007, 0.1994      , 4.97      ,       32.84,        30.54,   30.3 ,   0.5532,   26,     21
      10633, BeeBotics                                                  , 119.68,    20.09,      73.98,    0.2754, 0.1223      , 5.33      ,       38.98,        29.67,   25.19,   0.6379,   37,     21
       8884, Knight Owls                                                , 122.86,    33.1 ,      67.46,    0.4033, 0.0134      , 9.2       ,       30.86,        27.4 ,   22.33,   0.6207,   36,     22
      11019, X.PLORE                                                    ,  95.81,    16.95,      60.27,    0.4188, -0.2045     , 7.56      ,       27.93,        24.78,   18.58,   0.6842,   26,     12
       2883, F.R.E.D (FIRST Robotics Engineering and Design)            , 121.59,    22.03,      68.24,    0.5842, -0.2495     , 8.6       ,       29.77,        29.87,   31.57,   0.6053,   23,     15
         51, Wings of Fire                                              , 135.88,    29.61,      72.86,    0.327 , 0.0497      , 10.97     ,       35.5 ,        26.39,   33.95,   0.5179,   29,     27
        319, Big Bad Bob                                                , 122.22,    15.72,      66.47,    0.4285, 0.0912      , 5.84      ,       28.59,        32.04,   40.48,   0.551 ,   27,     22
        287, Floyd Robotics                                             , 152.1 ,    23.78,      88.42,    0.515 , 0.0031      , 4.72      ,       37.45,        46.25,   39.98,   0.6579,   25,     13
       2079, 4H ALARM Robotics                                          , 121.54,    26.7 ,      68.4 ,    0.2223, 0.1195      , 4.4       ,       37.02,        26.98,   26.72,   0.5652,   26,     20
       2471, Team Mean Machine                                          , 121.97,    41.88,      61.48,    0.2618, 0.1445      , 11.25     ,       32.39,        17.84,   18.11,   0.6042,   29,     19
        234, Cyber Blue                                                 , 121.92,    17.3 ,      68.11,    0.5584, 0.0334      , 3.32      ,       33.57,        31.22,   36.55,   0.5469,   35,     29
       1261, Robo Lions Team1261                                        , 168.98,    27.47,      93.19,    0.2631, 0.018       , 7.3       ,       46.79,        39.09,   48.0 ,   0.5645,   35,     27
       6431, NoktaParantez                                              , 121.66,    14.93,      74.15,    0.7221, -0.0181     , 7.38      ,       40.73,        26.04,   32.97,   0.5889,   26,     18
        930, Mukwonago BEARs                                            , 146.67,    16.84,      82.61,    0.3565, -0.0136     , 3.09      ,       33.97,        45.54,   47.0 ,   0.5821,   39,     28
        868, TechHOUNDS                                                 , 129.06,    23.67,      67.82,    0.5193, -0.0432     , 6.51      ,       32.4 ,        28.91,   37.51,   0.7   ,   49,     21
       3293, OtterBots                                                  , 121.0 ,    25.66,      63.22,    0.5101, -0.2317     , 1.83      ,       33.72,        27.67,   29.33,   0.7667,   23,      7
        888, Robotiators                                                , 121.04,    28.97,      66.23,    0.4066, 0.039       , 6.63      ,       34.51,        25.09,   25.77,   0.6596,   31,     16
       4766, Team SCREAM Jr.                                            , 130.02,    19.96,      71.28,    0.4354, -0.0789     , 5.3       ,       28.71,        37.28,   36.89,   0.65  ,   39,     21
        364, Team Fusion 364                                            , 108.06,    33.16,      59.93,    0.2554, -0.1925     , 7.7       ,       30.43,        21.79,   14.91,   0.5652,   26,     20
       8011, Wayi Guangzhou                                             , 120.53,    28.84,      69.97,    0.5435, 0.0281      , 6.04      ,       30.75,        33.18,   22.1 ,   0.6154,   16,     10
       1714, MORE Robotics                                              , 147.65,    30.03,      79.67,    0.3174, -0.0439     , 6.21      ,       35.49,        37.97,   37.39,   0.6825,   43,     20
       5549, Gryphon Robotics                                           , 150.84,    22.49,      82.33,    0.4108, 0.1916      , 10.39     ,       33.84,        38.1 ,   46.31,   0.678 ,   40,     19
       2724, Avalanche Robotics                                         , 144.76,    29.27,      82.41,    0.3404, -0.0985     , 5.71      ,       38.82,        37.89,   32.86,   0.7213,   44,     17
       6497, Pymble P-Platers                                           , 124.98,    21.16,      72.0 ,    0.4279, -0.186      , 4.12      ,       37.24,        30.63,   31.82,   0.6341,   26,     15
       1089, Team Mercury                                               , 120.29,    20.53,      73.83,    0.4276, 0.0386      , 4.49      ,       39.07,        30.27,   25.95,   0.5111,   23,     22
        122, NASA Knights                                               , 119.08,    21.65,      66.57,    0.2436, 0.0015      , 4.47      ,       32.78,        29.33,   30.75,   0.5208,   25,     23
       7056, The F.A.S.T. Team - Fowlerville Area Scientific Technicians, 118.81,    19.6 ,      66.49,    0.4218, 0.1876      , 5.85      ,       29.62,        31.02,   32.74,   0.5109,   23,     22
       3970, Duncan Dynamics                                            , 119.03,    23.68,      59.25,    0.4129, -0.0332     , 5.92      ,       29.49,        23.84,   36.39,   0.6327,   31,     18
       1676, The Pascack PI-oneers                                      , 122.85,    30.81,      58.68,    0.166 , 0.0855      , 7.89      ,       27.63,        23.16,   32.99,   0.5917,   35,     24
       1507, Warlocks                                                   , 118.35,    17.11,      76.57,    0.6088, -0.1677     , 7.68      ,       35.09,        33.79,   25.27,   0.6452,   20,     11
       7160, Ludington O-Bots                                           , 128.77,    17.76,      70.09,    0.4177, 0.0492      , 4.67      ,       32.91,        32.51,   40.12,   0.6724,   39,     19
       7257, Semiconductors                                             ,  95.25,    21.62,      48.17,    0.2492, -0.2825     , -0.94     ,       25.68,        23.44,   24.94,   0.6316,   24,     14
      10435, IRS - Intelligent Robotic Systems                          , 118.4 ,    15.65,      66.5 ,    0.533 , -0.1709     , 5.47      ,       27.3 ,        33.73,   35.8 ,   0.54  ,   13,     11
      11270, Nova                                                       , 156.53,    36.17,      81.82,    0.2476, 0.1425      , 12.1      ,       35.07,        34.65,   39.02,   0.5645,   35,     27
       3314, Mechanical Mustangs                                        , 129.44,    29.35,      73.62,    0.2801, 0.005       , 15.13     ,       39.45,        19.05,   25.81,   0.7018,   40,     17
       8393, The Giant Diencephalic BrainSTEM Robotics Team             , 123.08,    29.0 ,      54.63,    0.3254, -0.0774     , 3.86      ,       25.75,        25.02,   38.81,   0.475 ,   19,     21
        193, MORT Beta                                                  , 117.49,    14.12,      69.56,    0.3798, 0.0523      , 4.43      ,       30.69,        34.45,   33.71,   0.6304,   29,     17
       4398, Gladiators                                                 , 117.22,    25.11,      59.46,    0.4911, 0.0885      , 4.57      ,       24.8 ,        30.09,   33.23,   0.6458,   31,     17
       1506, Metal Muscle                                               , 163.61,    32.0 ,      87.09,    0.3334, 0.1787      , 12.59     ,       39.69,        34.81,   44.18,   0.5246,   32,     29
       1405, Finney Falcons                                             , 116.95,    13.84,      68.8 ,    0.4901, -0.1524     , 7.58      ,       29.26,        31.96,   34.95,   0.6522,   15,      8
       9452, LHS Steel Stingers                                         , 116.97,    11.64,      69.35,    0.435 , 0.0052      , 7.86      ,       31.31,        30.17,   36.2 ,   0.5652,   26,     20
        424, Rust Belt Robotics                                         , 123.48,    25.87,      57.49,    0.4285, -0.2229     , 0.34      ,       31.5 ,        25.65,   39.99,   0.5882,   20,     14
        876, Thunder Robotics                                           , 117.0 ,    28.89,      67.14,    0.5273, -0.0762     , 3.75      ,       38.81,        24.57,   20.3 ,   0.52  ,   13,     12
       6978, QuickStrike Niagara                                        , 116.12,    19.67,      66.37,    0.3486, -0.0087     , 3.53      ,       30.2 ,        32.64,   30.02,   0.4468,   21,     26
       1684, The Chimeras                                               , 100.17,    14.13,      52.87,    0.1269, -0.048      , 3.79      ,       26.25,        22.83,   33.04,   0.5636,   31,     24
       3966, Gryphon Command                                            , 158.07,    22.63,      98.9 ,    0.3426, -0.1188     , 13.09     ,       48.86,        36.94,   36.49,   0.6375,   25,     14
       7840, EMONER ROBOTICS                                            ,  87.36,    16.99,      49.86,    0.1687, -0.2169     , 3.96      ,       26.2 ,        19.7 ,   20.26,   0.5429,   19,     16
       6517, So-Kno Robo                                                , 149.64,    33.21,      84.34,    0.6627, 0.0149      , 13.31     ,       36.95,        34.08,   31.56,   0.625 ,   25,     15
        971, Spartan Robotics                                           , 195.61,    30.06,     114.04,    0.512 , 0.2691      , 8.32      ,       53.93,        51.78,   51.49,   0.5625,   36,     28
       6237, Martin Motion                                              , 115.8 ,    16.13,      73.26,    0.4867, -0.0048     , 2.02      ,       36.97,        34.27,   26.64,   0.5556,   15,     12
       8706, MXS Bulldog Bots                                           , 115.6 ,    31.44,      52.96,    0.4023, -0.0214     , 0.28      ,       23.29,        29.39,   30.81,   0.5455,   24,     20
        540, TALON 540 Godwin Robotics                                  ,  88.02,    20.01,      39.67,    0.0394, 0.124       , 8.67      ,       13.83,        17.17,   28.49,   0.541 ,   33,     28
       3136, O.R.C.A.                                                   , 115.58,    15.04,      67.19,    0.3088, 0.0024      , 8.92      ,       25.74,        32.53,   33.64,   0.4889,   22,     23
       5913, Patriotics                                                 , 178.73,    36.3 ,     109.38,    0.473 , 0.036       , 15.04     ,       56.4 ,        37.95,   32.49,   0.7234,   34,     13
      10015, Bubbles                                                    ,  87.97,    17.97,      46.0 ,    0.0997, -0.1079     , 8.52      ,       12.7 ,        24.78,   23.87,   0.5517,   32,     26
        324, Chips                                                      , 115.41,    13.76,      70.84,    0.4063, -0.1308     , 4.43      ,       32.8 ,        33.61,   31.4 ,   0.4688,   22,     25
       1671, Buchanan Bird Brains                                       , 120.88,    13.03,      69.42,    0.1404, 0.0457      , 1.36      ,       35.94,        32.12,   38.34,   0.42  ,   21,     29
       1640, Sab-BOT-age                                                , 149.87,    26.36,      82.74,    0.3849, 0.1349      , 9.93      ,       43.02,        29.8 ,   40.35,   0.6167,   37,     23
       6238, Popcorn Penguins                                           , 128.92,    36.56,      66.49,    0.4721, 0.0869      , 9.47      ,       29.15,        27.87,   25.88,   0.6441,   38,     21
       5572, Rosbots                                                    , 129.41,    21.33,      79.24,    0.4713, -0.0408     , 9.13      ,       38.53,        31.58,   28.88,   0.6441,   38,     21
        696, Circuit Breakers                                           , 113.83,    30.47,      54.79,    0.3926, 0.313       , 2.86      ,       25.42,        26.51,   28.76,   0.5652,   26,     20
       7421, PrepaTec - OVERTURE                                        , 122.16,    25.47,      66.43,    0.3093, -0.0964     , 5.51      ,       29.47,        31.45,   30.48,   0.5135,   19,     18
       1305, Ice Cubed                                                  , 113.82,    25.99,      57.95,    0.3648, -0.0333     , 3.42      ,       34.04,        20.5 ,   28.6 ,   0.5417,   26,     22
       3132, Thunder Down Under                                         , 114.05,    17.3 ,      69.34,    0.6165, -0.1159     , 5.6       ,       32.08,        31.66,   26.97,   0.7857,   11,      3
       8119, TigerBotics                                                , 136.22,    18.28,      71.64,    0.1994, 0.068       , 14.3      ,       27.8 ,        29.54,   45.29,   0.5273,   29,     26
       1023, Bedford Express                                            , 149.28,    36.75,      86.32,    0.384 , 0.2544      , 14.1      ,       49.94,        22.28,   26.1 ,   0.5776,   33,     24
       2872, CyberCats                                                  , 113.91,    19.09,      70.65,    0.5629, -0.0791     , 6.77      ,       35.59,        28.3 ,   24.19,   0.6957,   16,      7
       2429, The Blockheads                                             ,  94.54,    27.57,      43.87,    0.1257, -0.0706     , 3.14      ,       19.64,        21.08,   22.98,   0.5   ,   26,     26
         16, Bomb Squad                                                 , 106.64,     8.5 ,      63.38,    0.1861, 0.005       , 5.84      ,       30.41,        27.14,   35.21,   0.5375,   21,     18
       6377, Howdy Bots                                                 , 113.5 ,    25.01,      64.76,    0.431 , -0.0822     , 7.02      ,       30.64,        27.1 ,   24.27,   0.5745,   27,     20
       2357, System Meltdown                                            , 100.44,    22.42,      55.89,    0.2652, -0.2338     , 2.81      ,       27.3 ,        25.78,   22.43,   0.5   ,   19,     19
       6500, GearCats                                                   , 113.71,    19.65,      70.22,    0.2517, -0.12       , 7.31      ,       31.18,        31.74,   24.15,   0.6471,   33,     18
       3506, YETI Robotics                                              , 101.0 ,    22.77,      44.52,    0.3169, -0.1673     , 5.05      ,       18.89,        20.58,   33.71,   0.7391,   51,     18
       8839, Shoshone Robotics                                          , 113.0 ,    20.23,      70.23,    0.3944, -0.1442     , 6.29      ,       39.09,        24.86,   22.2 ,   0.5385,    7,      6
       4188, Columbus Space Program                                     , 129.28,    20.71,      69.24,    0.2061, 0.0004      , 8.31      ,       33.15,        27.77,   39.45,   0.8033,   49,     12
       7444, MOON STAR ROBOTICS                                         , 112.72,    26.83,      65.05,    0.4643, -0.1141     , 1.71      ,       37.9 ,        25.45,   20.86,   0.75  ,    9,      3
      10554, Team VIPER                                                 , 112.47,    16.13,      62.25,    0.1815, 0.0484      , 9.34      ,       28.96,        23.94,   33.53,   0.5111,   23,     22
       4122, Ossining OBOTS                                             , 126.77,    26.46,      63.93,    0.3727, -0.0477     , 7.98      ,       31.38,        24.57,   35.88,   0.6122,   30,     19
       4123, Tribe Robotics                                             , 112.63,    27.3 ,      56.87,    0.3719, -0.0936     , 2.57      ,       31.17,        23.13,   28.52,   0.6739,   31,     15
       4063, TriKzR4Kidz                                                , 112.62,    20.9 ,      60.04,    0.4725, 0.0028      , 5.63      ,       31.23,        23.17,   30.11,   0.5435,   25,     21
       4467, Titanium Titans                                            , 112.28,    15.51,      62.8 ,    0.454 , 0.0617      , 4.37      ,       30.06,        28.37,   34.37,   0.5238,   11,     10
       8013, Boston Lions                                               , 112.45,    24.1 ,      65.5 ,    0.2945, 0.1152      , 8.51      ,       34.86,        22.13,   19.66,   0.5625,   27,     21
       4152, Hoya Robotics                                              , 111.75,    16.77,      70.87,    0.3555, -0.0597     , 5.32      ,       40.89,        24.65,   23.99,   0.5938,   28,     19
       3986, Express-O                                                  , 111.87,    22.44,      63.29,    0.5229, -0.2266     , 0.38      ,       30.79,        32.12,   26.34,   0.6111,   11,      7
       4607, C.I.S.                                                     , 120.86,    28.05,      64.77,    0.2171, -0.1971     , 9.52      ,       25.88,        29.36,   28.72,   0.5   ,   16,     16
       5740, Trojanators                                                , 111.42,    23.45,      60.7 ,    0.5001, -0.2322     , 1.69      ,       29.47,        29.54,   27.15,   0.56  ,   14,     11
       8858, Beast from the East                                        , 123.9 ,    17.13,      75.51,    0.3976, -0.0763     , 3.59      ,       32.92,        39.0 ,   30.6 ,   0.5965,   34,     23
      10079, Arrowdynamics                                              , 111.4 ,    28.39,      54.79,    0.6262, 0.0655      , 0.44      ,       27.85,        26.49,   27.48,   0.5532,   26,     21
       6721, Tindley Trailblazers                                       , 111.42,    24.46,      63.76,    0.3447, -0.0578     , 8.54      ,       28.63,        26.6 ,   23.23,   0.4783,   22,     24
       5829, Awtybots                                                   , 104.63,    17.56,      59.97,    0.056 , -0.138      , 7.55      ,       29.75,        22.66,   27.86,   0.5738,   35,     26
       3494, The Quadrangles                                            , 132.26,    33.84,      66.11,    0.2051, -0.0783     , 2.81      ,       30.02,        33.28,   31.23,   0.5714,   32,     24
       8744, Leviathans                                                 , 110.92,    18.54,      60.82,    0.3644, -0.1195     , 5.72      ,       31.32,        23.78,   31.28,   0.5745,   27,     20
       5422, Stormgears                                                 , 110.53,    16.24,      64.06,    0.2319, 0.0912      , 3.91      ,       31.79,        28.36,   30.42,   0.4884,   21,     22
       2135, Presentation Invasion                                      , 109.95,    17.86,      57.52,    0.4814, 0.0019      , 0.67      ,       28.25,        28.61,   34.19,   0.5357,   22,     19
       8085, MOJO                                                       , 110.01,    21.18,      62.98,    0.4503, -0.1176     , 3.71      ,       31.34,        27.93,   26.71,   0.5116,   22,     21
       6615, Bellevillains                                              , 129.46,    25.29,      65.37,    0.461 , -0.0594     , 2.38      ,       36.9 ,        26.09,   37.95,   0.6271,   37,     22
       3572, Wavelength                                                 , 148.48,    27.32,      72.35,    0.3146, 0.0247      , 5.0       ,       28.06,        39.28,   48.7 ,   0.5877,   33,     23
       5427, Steel Talons                                               , 109.98,    20.51,      60.39,    0.2859, -0.1419     , 8.35      ,       25.16,        26.88,   29.54,   0.5   ,   24,     24
       1025, Impi Warriors                                              , 110.01,    14.18,      66.52,    0.4446, -0.0488     , 3.43      ,       32.43,        30.65,   30.28,   0.5349,   23,     20
        829, The Digital Goats                                          , 110.24,    22.39,      61.79,    0.4875, 0.1332      , 5.05      ,       29.28,        27.46,   26.97,   0.5111,   23,     22
        457, ⚙️ The Grease Monkeys ⚙️                                     , 109.93,    16.46,      65.86,    0.4086, -0.0184     , 5.74      ,       33.73,        26.39,   28.3 ,   0.5341,   23,     20
       8280, K9.0 Robotics                                              ,  81.64,     9.09,      48.6 ,    0.2684, -0.0933     , -2.68     ,       28.01,        23.26,   23.01,   0.625 ,   40,     24
        418, Purple Haze                                                , 109.78,    24.77,      61.88,    0.5124, -0.0675     , 4.82      ,       35.72,        21.34,   23.58,   0.5208,   25,     23
         45, TechnoKats Robotics Team                                   , 109.65,    12.65,      70.51,    0.2766, -0.0506     , 5.52      ,       34.0 ,        30.98,   26.9 ,   0.5417,   26,     22
       6429, 4th Dimension                                              ,  80.86,    17.72,      45.35,    0.103 , -0.0805     , 2.23      ,       26.22,        16.89,   18.25,   0.5   ,   11,     11
       9450, Velocity Raptors                                           ,  93.81,    21.45,      51.79,    0.2089, -0.1808     , -1.21     ,       20.59,        32.42,   19.74,   0.5323,   33,     29
      10385, Cycle-Breakers                                             , 108.85,    17.22,      62.64,    0.3498, -0.126      , 5.21      ,       27.4 ,        30.03,   28.26,   0.5   ,   23,     23
       8255, Robodogs                                                   , 109.13,    20.68,      60.34,    0.5676, -0.2313     , 1.67      ,       29.84,        28.84,   28.15,   0.5217,   12,     11
         95, Grasshoppers                                               , 109.03,    22.63,      61.96,    0.5022, -0.0914     , 5.05      ,       31.93,        24.98,   23.67,   0.6667,   32,     16
       2584, Flame of The West                                          , 109.3 ,    19.5 ,      64.62,    0.3523, 0.0482      , 4.5       ,       31.93,        28.18,   24.71,   0.55  ,   22,     18
       7563, SESI SENAI MEGAZORD                                        , 120.66,    22.96,      62.79,    0.3312, -0.2191     , 4.92      ,       27.86,        30.01,   34.13,   0.8158,   31,      7
       2399, The Fighting Unicorns                                      , 120.11,    20.78,      66.81,    0.4816, -0.1466     , 4.37      ,       32.78,        29.65,   32.73,   0.6   ,   24,     16
       2373, The Crickets                                               , 108.63,    15.8 ,      65.15,    0.4165, 0.0664      , 2.91      ,       37.03,        25.21,   27.89,   0.5   ,   13,     13
       6366, RAM Rodz Robotics                                          , 130.77,    22.39,      81.32,    0.2417, -0.1008     , 5.59      ,       38.28,        37.45,   27.3 ,   0.6393,   39,     22
       4450, Olympia Robotics Federation                                , 135.89,    24.06,      67.95,    0.2637, 0.1304      , 4.19      ,       29.26,        34.5 ,   44.42,   0.434 ,   23,     30
        987, HIGHROLLERS                                                , 160.62,    27.67,      90.59,    0.3634, -0.0585     , 10.36     ,       36.35,        43.88,   41.07,   0.5676,   21,     16
        744, Shark Attack                                               , 108.55,    12.31,      67.25,    0.5531, -0.0953     , 0.83      ,       33.27,        33.15,   28.81,   0.5455,   18,     15
       9301, PrepaTec - MechRams                                        , 108.06,    12.75,      68.61,    0.6535, -0.1755     , 1.05      ,       32.05,        35.51,   26.15,   0.5926,   16,     11
       8841, OTTER                                                      , 107.92,    16.27,      66.82,    0.5707, -0.1636     , 3.77      ,       32.89,        30.15,   25.81,   0.6731,   17,      8
       5409, Chargers                                                   , 107.86,    30.44,      52.45,    0.3289, 0.0029      , 8.08      ,       25.29,        19.08,   25.09,   0.5111,   23,     22
       8576, Golden Warriors Robotics                                   , 108.14,    16.43,      66.12,    0.4052, -0.0708     , 2.44      ,       37.56,        26.13,   26.14,   0.587 ,   27,     19
        386, Team Voltage                                               , 111.04,    17.94,      60.49,    0.2995, -0.202      , 6.3       ,       23.55,        30.65,   32.02,   0.4286,   15,     20
       5046, Jacked Up Jackets                                          , 107.96,    19.66,      59.71,    0.4411, -0.1346     , 0.77      ,       25.41,        33.53,   29.07,   0.6047,   26,     17
        840, Aragon Robotics Team                                       , 108.21,    17.73,      55.7 ,    0.3233, 0.0609      , 0.86      ,       26.77,        28.07,   34.96,   0.5581,   24,     19
       6487, Clockwork Knights                                          , 100.78,    18.62,      58.43,    0.2339, -0.2312     , 7.95      ,       27.88,        22.6 ,   23.0 ,   0.5571,   19,     15
       8005, Mega MeadowBots                                            , 125.7 ,    28.73,      74.16,    0.3957, -0.1098     , 7.8       ,       29.79,        36.57,   22.75,   0.6066,   37,     24
       3175, Knight Vision                                              , 123.14,    23.33,      68.05,    0.4178, -0.0233     , 5.43      ,       40.09,        22.53,   31.43,   0.5789,   33,     24
        188, Blizzard                                                   , 124.35,    18.33,      70.63,    0.1848, 0.0265      , 4.4       ,       27.34,        38.89,   36.09,   0.5833,   35,     25
       4392, The Deceivers                                              , 106.77,    19.66,      55.53,    0.3234, 0.0585      , 2.54      ,       25.82,        27.16,   31.61,   0.5455,   24,     20
       8592, Newton Squared                                             , 107.15,    15.36,      65.17,    0.3206, 0.0016      , 8.09      ,       28.47,        28.61,   26.58,   0.5556,   25,     20
       6574, Ferradermis                                                , 106.51,    24.69,      61.55,    0.3616, 0.0101      , 9.09      ,       25.9 ,        26.57,   20.81,   0.5455,   24,     20
        247, Da Bears                                                   , 106.14,    12.33,      56.93,    0.4821, -0.033      , 5.28      ,       24.86,        26.79,   36.6 ,   0.4889,   22,     23
       8429, Valence Robotics                                           , 115.96,    22.17,      56.73,    0.2497, -0.1871     , 4.31      ,       28.94,        23.48,   37.05,   0.5703,   36,     27
       1533, Triple Strange                                             ,  59.15,    17.88,      24.52,    0.1796, -0.2344     , -1.36     ,        9.63,        16.25,   16.44,   0.5172,   30,     28
